action,y_true,y_pred,gender,loss,total_cost,confidence,step,ai_penalty_gender0,ai_penalty_gender1
AI,1,1,0,0.0,0.0,0.8221781194232649,10596,0.0,0.0
AI,1,1,0,0.0,0.0,0.8713044157382066,10597,0.0,0.0
AI,0,1,1,1.0,1.0,0.539400566979937,10598,0.0,0.0
AI,1,1,1,0.0,0.0,0.8225443919868848,10599,0.0,0.0
AI,1,1,1,0.0,0.0,0.9400631864104767,10600,0.0,0.0
AI,0,0,0,0.0,0.0,0.9841449214088683,10601,0.0,0.0
AI,0,0,1,0.0,0.0,0.9737820741226884,10602,0.0,0.0
AI,0,1,1,1.0,1.0,0.7752288742844694,10603,0.0,0.0
AI,1,1,0,0.0,0.0,0.9111783046637092,10604,0.0,0.0
AI,0,0,1,0.0,0.0,0.991408344141357,10605,0.0,0.0
AI,1,1,0,0.0,0.0,0.9066948436177735,10606,0.0,0.0
AI,0,0,0,0.0,0.0,0.9914653160451002,10607,0.0,0.0
AI,1,1,1,0.0,0.0,0.8918379085631594,10608,0.0,0.0
AI,0,0,0,0.0,0.0,0.991405512495795,10609,0.0,0.0
AI,0,0,0,0.0,0.0,0.9737807839708631,10610,0.0,0.0
AI,1,1,1,0.0,0.0,0.5792463096139983,10611,0.0,0.0
AI,1,1,1,0.0,0.0,0.7420553292916506,10612,0.0,0.0
AI,1,1,1,0.0,0.0,0.5525429938602862,10613,0.0,0.0
AI,1,1,1,0.0,0.0,0.8233536596178519,10614,0.0,0.0
AI,1,1,0,0.0,0.0,0.8702848789028129,10615,0.0,0.0
AI,0,0,1,0.0,0.0,0.9730540373474013,10616,0.0,0.0
AI,1,1,0,0.0,0.0,0.9409310373208415,10617,0.0,0.0
AI,1,1,1,0.0,0.0,0.7430876435673638,10618,0.0,0.0
AI,1,1,1,0.0,0.0,0.9283971800075406,10619,0.0,0.0
AI,0,1,0,1.0,1.0,0.8500157331658926,10620,0.0,0.0
AI,1,1,0,0.0,0.0,0.8754574639503934,10621,0.0,0.0
AI,1,1,1,0.0,0.0,0.902321933783627,10622,0.0,0.0
AI,0,0,0,0.0,0.0,0.9776952488589887,10623,0.0,0.0
AI,0,0,0,0.0,0.0,0.705093919651589,10624,0.0,0.0
AI,1,1,0,0.0,0.0,0.8711493010620626,10625,0.0,0.0
AI,0,0,1,0.0,0.0,0.6555497781957418,10626,0.0,0.0
AI,0,0,1,0.0,0.0,0.9869856627461411,10627,0.0,0.0
AI,0,0,1,0.0,0.0,0.9838815556343166,10628,0.0,0.0
AI,0,0,0,0.0,0.0,0.9782365893567374,10629,0.0,0.0
AI,0,0,1,0.0,0.0,0.9802071659240297,10630,0.0,0.0
AI,1,1,1,0.0,0.0,0.9094459039650081,10631,0.0,0.0
AI,1,1,0,0.0,0.0,0.8687987651511705,10632,0.0,0.0
AI,0,1,1,1.0,1.0,0.721902431277404,10633,0.0,0.0
AI,1,1,0,0.0,0.0,0.5692231307017377,10634,0.0,0.0
AI,1,1,1,0.0,0.0,0.8919688862473162,10635,0.0,0.0
AI,1,1,1,0.0,0.0,0.909720855641018,10636,0.0,0.0
AI,0,1,1,1.0,1.0,0.5653215813291257,10637,0.0,0.0
AI,0,0,0,0.0,0.0,0.9916685698536196,10638,0.0,0.0
AI,1,1,0,0.0,0.0,0.8497828617068602,10639,0.0,0.0
AI,1,1,1,0.0,0.0,0.8751322912283829,10640,0.0,0.0
AI,0,1,1,1.0,1.0,0.5569455207533063,10641,0.0,0.0
AI,0,0,1,0.0,0.0,0.9825799625429715,10642,0.0,0.0
AI,1,1,0,0.0,0.0,0.9126079201027879,10643,0.0,0.0
AI,1,1,0,0.0,0.0,0.8747133723391596,10644,0.0,0.0
AI,0,1,1,1.0,1.0,0.5127804103397219,10645,0.0,0.0
AI,1,1,1,0.0,0.0,0.8602359249503232,10646,0.0,0.0
AI,1,1,1,0.0,0.0,0.9068807810724377,10647,0.0,0.0
AI,1,1,0,0.0,0.0,0.8617799102331082,10648,0.0,0.0
AI,0,1,1,1.0,1.0,0.5507803081524693,10649,0.0,0.0
AI,1,1,1,0.0,0.0,0.8672621548144617,10650,0.0,0.0
AI,1,1,0,0.0,0.0,0.5741502206462819,10651,0.0,0.0
AI,1,1,0,0.0,0.0,0.8709933012806825,10652,0.0,0.0
AI,1,1,0,0.0,0.0,0.9191726656069331,10653,0.0,0.0
AI,1,1,1,0.0,0.0,0.5835931555865848,10654,0.0,0.0
AI,1,1,0,0.0,0.0,0.5670313014187385,10655,0.0,0.0
AI,1,1,1,0.0,0.0,0.8759460369354997,10656,0.0,0.0
AI,1,1,0,0.0,0.0,0.8756770681208531,10657,0.0,0.0
AI,0,0,0,0.0,0.0,0.9780064661243869,10658,0.0,0.0
AI,1,1,1,0.0,0.0,0.8269877454753575,10659,0.0,0.0
AI,0,0,1,0.0,0.0,0.9733913814182501,10660,0.0,0.0
AI,0,0,1,0.0,0.0,0.9910399388264574,10661,0.0,0.0
AI,0,1,1,1.0,1.0,0.8294507195539582,10662,0.0,0.0
AI,1,1,1,0.0,0.0,0.8815373596644879,10663,0.0,0.0
AI,1,1,0,0.0,0.0,0.5736675106903961,10664,0.0,0.0
AI,1,1,1,0.0,0.0,0.5486691791125466,10665,0.0,0.0
AI,1,1,0,0.0,0.0,0.858279157362027,10666,0.0,0.0
AI,0,0,1,0.0,0.0,0.9788572842650224,10667,0.0,0.0
AI,0,0,0,0.0,0.0,0.9916351123011207,10668,0.0,0.0
AI,1,0,1,1.0,1.0,0.7121250972141451,10669,0.0,0.0
AI,0,0,0,0.0,0.0,0.9893952640862288,10670,0.0,0.0
AI,0,0,1,0.0,0.0,0.988676312367374,10671,0.0,0.0
AI,0,0,1,0.0,0.0,0.9887330739292922,10672,0.0,0.0
AI,0,0,1,0.0,0.0,0.9885003240742769,10673,0.0,0.0
AI,0,0,1,0.0,0.0,0.9763750092240675,10674,0.0,0.0
AI,1,1,1,0.0,0.0,0.8588531132219115,10675,0.0,0.0
AI,1,1,1,0.0,0.0,0.8249509131524537,10676,0.0,0.0
AI,1,1,1,0.0,0.0,0.8249509131524537,10677,0.0,0.0
AI,0,0,1,0.0,0.0,0.9780308757728025,10678,0.0,0.0
AI,1,1,0,0.0,0.0,0.8249509131524537,10679,0.0,0.0
AI,1,1,0,0.0,0.0,0.8249509131524537,10680,0.0,0.0
AI,0,1,0,1.0,1.0,0.6426605722989402,10681,0.0,0.0
AI,0,0,0,0.0,0.0,0.9887448402100215,10682,0.0,0.0
AI,1,1,0,0.0,0.0,0.5807523236537878,10683,0.0,0.0
AI,1,1,0,0.0,0.0,0.8891064529304403,10684,0.0,0.0
AI,0,0,0,0.0,0.0,0.974275746590892,10685,0.0,0.0
AI,1,1,0,0.0,0.0,0.8258996296852986,10686,0.0,0.0
AI,1,1,1,0.0,0.0,0.562743956789076,10687,0.0,0.0
AI,1,1,0,0.0,0.0,0.8894518295017612,10688,0.0,0.0
AI,0,1,1,1.0,1.0,0.8239170992424365,10689,0.0,0.0
AI,1,1,1,0.0,0.0,0.8244699058050496,10690,0.0,0.0
AI,0,1,1,1.0,1.0,0.9056557212759007,10691,0.0,0.0
AI,1,1,1,0.0,0.0,0.9040108451149542,10692,0.0,0.0
AI,0,1,1,1.0,1.0,0.9058648359968519,10693,0.0,0.0
AI,1,1,0,0.0,0.0,0.7844769181486164,10694,0.0,0.0
AI,1,1,0,0.0,0.0,0.903356752392645,10695,0.0,0.0
AI,1,1,0,0.0,0.0,0.8337857135755998,10696,0.0,0.0
AI,1,1,0,0.0,0.0,0.6972130476955936,10697,0.0,0.0
AI,1,1,0,0.0,0.0,0.9101908577142067,10698,0.0,0.0
AI,1,1,0,0.0,0.0,0.9129137174635538,10699,0.0,0.0
AI,1,1,1,0.0,0.0,0.7392377601397991,10700,0.0,0.0
AI,0,0,1,0.0,0.0,0.9852708666626291,10701,0.0,0.0
AI,0,0,1,0.0,0.0,0.9807242160005906,10702,0.0,0.0
AI,1,1,1,0.0,0.0,0.5708028515981252,10703,0.0,0.0
AI,1,1,1,0.0,0.0,0.8801533936052628,10704,0.0,0.0
AI,0,0,1,0.0,0.0,0.9950079048402551,10705,0.0,0.0
AI,0,1,1,1.0,1.0,0.5593166468871743,10706,0.0,0.0
AI,1,1,1,0.0,0.0,0.8645449464605033,10707,0.0,0.0
AI,0,0,1,0.0,0.0,0.9880521108744514,10708,0.0,0.0
AI,1,1,1,0.0,0.0,0.8211364696607486,10709,0.0,0.0
AI,1,1,1,0.0,0.0,0.555719128136027,10710,0.0,0.0
AI,1,1,1,0.0,0.0,0.8168542632457267,10711,0.0,0.0
AI,1,1,1,0.0,0.0,0.8810777477008545,10712,0.0,0.0
AI,1,1,0,0.0,0.0,0.6825786360597086,10713,0.0,0.0
AI,1,1,1,0.0,0.0,0.8371238328030121,10714,0.0,0.0
AI,1,1,1,0.0,0.0,0.8930094904165656,10715,0.0,0.0
AI,1,1,1,0.0,0.0,0.8755772921323646,10716,0.0,0.0
AI,1,1,1,0.0,0.0,0.883157238856423,10717,0.0,0.0
AI,1,1,1,0.0,0.0,0.6124634771105338,10718,0.0,0.0
AI,1,1,1,0.0,0.0,0.904607271006513,10719,0.0,0.0
AI,1,1,1,0.0,0.0,0.9053084683368926,10720,0.0,0.0
AI,1,1,1,0.0,0.0,0.9055849510711871,10721,0.0,0.0
AI,1,1,1,0.0,0.0,0.8739671786724188,10722,0.0,0.0
DIAGNOSTIC,0,0,1,0.0,0.4,0.5085893156665684,10723,0.0,0.0
AI,0,1,1,1.0,1.0,0.7722615455832595,10724,0.0,0.0
AI,0,0,1,0.0,0.0,0.6192664828820758,10725,0.0,0.0
AI,1,1,1,0.0,0.0,0.8285627344015568,10726,0.0,0.0
AI,0,0,1,0.0,0.0,0.993106996866273,10727,0.0,0.0
AI,1,1,1,0.0,0.0,0.8238449960266087,10728,0.0,0.0
AI,1,1,1,0.0,0.0,0.8611827618729816,10729,0.0,0.0
AI,1,1,1,0.0,0.0,0.7032335443115947,10730,0.0,0.0
DIAGNOSTIC,1,0,1,1.0,1.4,0.511625220213076,10731,0.0,0.0
AI,0,1,1,1.0,1.0,0.6081346972116449,10732,0.0,0.0
AI,1,1,1,0.0,0.0,0.7594755413202461,10733,0.0,0.0
AI,0,0,0,0.0,0.0,0.9723179275282215,10734,0.0,0.0
AI,1,1,1,0.0,0.0,0.8746191664967393,10735,0.0,0.0
AI,0,0,1,0.0,0.0,0.9730784625377077,10736,0.0,0.0
AI,0,0,1,0.0,0.0,0.994492253248927,10737,0.0,0.0
AI,0,0,0,0.0,0.0,0.9783413380572396,10738,0.0,0.0
AI,1,0,1,1.0,1.0,0.5868137306656726,10739,0.0,0.0
AI,1,1,1,0.0,0.0,0.9041032247070856,10740,0.0,0.0
AI,1,1,1,0.0,0.0,0.9042161685809816,10741,0.0,0.0
AI,1,1,0,0.0,0.0,0.6808193522629432,10742,0.0,0.0
AI,1,1,1,0.0,0.0,0.72771815822065,10743,0.0,0.0
AI,1,1,1,0.0,0.0,0.500213052574249,10744,0.0,0.0
AI,1,1,0,0.0,0.0,0.9134307112744116,10745,0.0,0.0
AI,0,0,0,0.0,0.0,0.9777822248721619,10746,0.0,0.0
AI,1,1,0,0.0,0.0,0.5581370265397906,10747,0.0,0.0
AI,1,1,0,0.0,0.0,0.8820883794803386,10748,0.0,0.0
AI,1,1,0,0.0,0.0,0.9112179386993311,10749,0.0,0.0
AI,0,1,0,1.0,1.0,0.6857596629860031,10750,0.0,0.0
AI,1,1,0,0.0,0.0,0.8830267798956968,10751,0.0,0.0
AI,1,1,1,0.0,0.0,0.8261310026049882,10752,0.0,0.0
AI,0,1,1,1.0,1.0,0.6477000787309615,10753,0.0,0.0
AI,0,0,1,0.0,0.0,0.6780419258601539,10754,0.0,0.0
AI,0,1,1,1.0,1.0,0.838110040198161,10755,0.0,0.0
AI,1,1,1,0.0,0.0,0.7063087502200291,10756,0.0,0.0
AI,1,1,1,0.0,0.0,0.7614382572722923,10757,0.0,0.0
AI,0,0,1,0.0,0.0,0.5648172413268611,10758,0.0,0.0
AI,0,0,1,0.0,0.0,0.560695045168225,10759,0.0,0.0
AI,0,1,0,1.0,1.0,0.7352889825073224,10760,0.0,0.0
AI,0,0,0,0.0,0.0,0.5151426946331448,10761,0.0,0.0
AI,0,1,1,1.0,1.0,0.82336870801722,10762,0.0,0.0
AI,1,1,0,0.0,0.0,0.8897981829178235,10763,0.0,0.0
AI,1,1,0,0.0,0.0,0.8898962506511777,10764,0.0,0.0
AI,0,0,0,0.0,0.0,0.9802380667352195,10765,0.0,0.0
AI,0,0,0,0.0,0.0,0.9891349541662456,10766,0.0,0.0
AI,1,1,1,0.0,0.0,0.8233339069126249,10767,0.0,0.0
AI,1,1,1,0.0,0.0,0.8805207874336272,10768,0.0,0.0
AI,1,1,1,0.0,0.0,0.8737455737422938,10769,0.0,0.0
AI,0,0,0,0.0,0.0,0.9788988714320433,10770,0.0,0.0
AI,0,0,0,0.0,0.0,0.9802014418417572,10771,0.0,0.0
AI,1,1,0,0.0,0.0,0.7317803193196378,10772,0.0,0.0
AI,1,1,0,0.0,0.0,0.8890048185740923,10773,0.0,0.0
AI,1,1,1,0.0,0.0,0.8698205102355765,10774,0.0,0.0
AI,1,1,1,0.0,0.0,0.9083504214407221,10775,0.0,0.0
AI,0,1,0,1.0,1.0,0.8520976191056059,10776,0.0,0.0
AI,1,1,1,0.0,0.0,0.6148807216875042,10777,0.0,0.0
AI,1,1,0,0.0,0.0,0.8526608116569019,10778,0.0,0.0
AI,0,0,0,0.0,0.0,0.9805656164176786,10779,0.0,0.0
AI,0,0,1,0.0,0.0,0.9891349541662456,10780,0.0,0.0
AI,1,1,1,0.0,0.0,0.5572432840923487,10781,0.0,0.0
AI,1,1,0,0.0,0.0,0.5670313014187385,10782,0.0,0.0
AI,1,1,1,0.0,0.0,0.8717714871123132,10783,0.0,0.0
AI,0,1,0,1.0,1.0,0.8050876761647464,10784,0.0,0.0
AI,1,1,0,0.0,0.0,0.8659073431540534,10785,0.0,0.0
AI,1,1,1,0.0,0.0,0.5397466277726537,10786,0.0,0.0
AI,1,1,0,0.0,0.0,0.5939454438653387,10787,0.0,0.0
AI,0,0,0,0.0,0.0,0.9815753839774405,10788,0.0,0.0
AI,0,1,0,1.0,1.0,0.8267010602606566,10789,0.0,0.0
AI,1,1,0,0.0,0.0,0.9405315934458202,10790,0.0,0.0
AI,0,1,1,1.0,1.0,0.7203373737209219,10791,0.0,0.0
AI,1,0,1,1.0,1.0,0.5777154110881245,10792,0.0,0.0
AI,0,0,0,0.0,0.0,0.5155459139535277,10793,0.0,0.0
AI,1,1,1,0.0,0.0,0.8457908229531238,10794,0.0,0.0
AI,0,0,0,0.0,0.0,0.5232518290623249,10795,0.0,0.0
AI,0,1,1,1.0,1.0,0.8519803192847837,10796,0.0,0.0
AI,1,1,0,0.0,0.0,0.9117803257655067,10797,0.0,0.0
AI,1,1,0,0.0,0.0,0.5658620101586729,10798,0.0,0.0
AI,1,1,1,0.0,0.0,0.8505558179885625,10799,0.0,0.0
AI,1,1,1,0.0,0.0,0.5677721861453284,10800,0.0,0.0
AI,1,1,1,0.0,0.0,0.7292676795217019,10801,0.0,0.0
AI,1,1,0,0.0,0.0,0.8525193504225959,10802,0.0,0.0
AI,1,1,0,0.0,0.0,0.8194170295895485,10803,0.0,0.0
AI,0,0,1,0.0,0.0,0.977776530230313,10804,0.0,0.0
AI,1,1,1,0.0,0.0,0.8396739061855559,10805,0.0,0.0
AI,1,1,1,0.0,0.0,0.8259332978533731,10806,0.0,0.0
AI,0,0,0,0.0,0.0,0.9919613625635217,10807,0.0,0.0
AI,1,1,0,0.0,0.0,0.6508666399159855,10808,0.0,0.0
AI,1,1,1,0.0,0.0,0.596189306168019,10809,0.0,0.0
AI,1,1,1,0.0,0.0,0.8476822808142354,10810,0.0,0.0
AI,0,1,1,1.0,1.0,0.546306448338761,10811,0.0,0.0
AI,0,1,1,1.0,1.0,0.5690977436842504,10812,0.0,0.0
AI,1,1,1,0.0,0.0,0.886882569834405,10813,0.0,0.0
AI,0,0,1,0.0,0.0,0.9869072854940064,10814,0.0,0.0
AI,1,1,1,0.0,0.0,0.7363069907098311,10815,0.0,0.0
AI,0,0,1,0.0,0.0,0.9856759631640983,10816,0.0,0.0
AI,1,1,1,0.0,0.0,0.8282897135547568,10817,0.0,0.0
AI,0,0,0,0.0,0.0,0.9889257626845891,10818,0.0,0.0
AI,1,1,1,0.0,0.0,0.5674156179346742,10819,0.0,0.0
AI,0,0,0,0.0,0.0,0.9770461299200021,10820,0.0,0.0
AI,0,1,0,1.0,1.0,0.5554506660056702,10821,0.0,0.0
AI,1,1,1,0.0,0.0,0.8162302220260254,10822,0.0,0.0
AI,0,0,0,0.0,0.0,0.9818341110826843,10823,0.0,0.0
AI,1,1,1,0.0,0.0,0.7613399753739725,10824,0.0,0.0
AI,1,1,1,0.0,0.0,0.9310028690844406,10825,0.0,0.0
AI,0,0,0,0.0,0.0,0.9796769682917709,10826,0.0,0.0
AI,1,1,1,0.0,0.0,0.9290501524308228,10827,0.0,0.0
AI,1,1,1,0.0,0.0,0.8366878001566054,10828,0.0,0.0
AI,0,1,1,1.0,1.0,0.5630922440275284,10829,0.0,0.0
AI,1,1,0,0.0,0.0,0.8195939487145919,10830,0.0,0.0
AI,1,1,1,0.0,0.0,0.8716296305785898,10831,0.0,0.0
AI,1,1,1,0.0,0.0,0.8809909169183268,10832,0.0,0.0
AI,1,1,1,0.0,0.0,0.5636026297248955,10833,0.0,0.0
AI,0,0,1,0.0,0.0,0.9885495939401054,10834,0.0,0.0
AI,1,1,1,0.0,0.0,0.8237364845192661,10835,0.0,0.0
AI,0,1,1,1.0,1.0,0.6130065831816081,10836,0.0,0.0
AI,1,1,1,0.0,0.0,0.8540547710713385,10837,0.0,0.0
AI,0,0,1,0.0,0.0,0.9855950953325787,10838,0.0,0.0
AI,1,1,0,0.0,0.0,0.7728814711790478,10839,0.0,0.0
AI,1,1,0,0.0,0.0,0.8748647000423035,10840,0.0,0.0
AI,0,1,1,1.0,1.0,0.8591885895054379,10841,0.0,0.0
AI,1,1,0,0.0,0.0,0.9115289087158868,10842,0.0,0.0
AI,0,0,1,0.0,0.0,0.9778562406541268,10843,0.0,0.0
AI,0,0,0,0.0,0.0,0.9774630028082233,10844,0.0,0.0
AI,1,1,1,0.0,0.0,0.8635100834261384,10845,0.0,0.0
AI,1,1,0,0.0,0.0,0.8589430693681314,10846,0.0,0.0
AI,1,1,0,0.0,0.0,0.8955026695660034,10847,0.0,0.0
AI,0,1,1,1.0,1.0,0.6447419740906708,10848,0.0,0.0
AI,0,0,0,0.0,0.0,0.9894891565840984,10849,0.0,0.0
AI,1,1,0,0.0,0.0,0.5633994026115181,10850,0.0,0.0
AI,1,1,1,0.0,0.0,0.8278195545091895,10851,0.0,0.0
AI,0,0,1,0.0,0.0,0.9895130386611697,10852,0.0,0.0
AI,1,1,1,0.0,0.0,0.8822467912228614,10853,0.0,0.0
AI,0,0,1,0.0,0.0,0.9886381145164673,10854,0.0,0.0
AI,0,0,1,0.0,0.0,0.9892895686227152,10855,0.0,0.0
AI,0,1,1,1.0,1.0,0.5791271492452099,10856,0.0,0.0
AI,0,1,0,1.0,1.0,0.8312904471654894,10857,0.0,0.0
AI,0,0,1,0.0,0.0,0.9885182891816021,10858,0.0,0.0
AI,1,1,1,0.0,0.0,0.7202460144201733,10859,0.0,0.0
AI,0,0,0,0.0,0.0,0.9784472337171275,10860,0.0,0.0
AI,0,0,0,0.0,0.0,0.9874608418383991,10861,0.0,0.0
AI,1,1,1,0.0,0.0,0.6937533045465522,10862,0.0,0.0
AI,1,1,0,0.0,0.0,0.733180507691961,10863,0.0,0.0
AI,0,0,1,0.0,0.0,0.982448638775735,10864,0.0,0.0
AI,0,0,1,0.0,0.0,0.9782998862400011,10865,0.0,0.0
AI,1,1,0,0.0,0.0,0.5945673441190188,10866,0.0,0.0
AI,1,1,1,0.0,0.0,0.8801198151409558,10867,0.0,0.0
AI,0,1,0,1.0,1.0,0.7962660254920151,10868,0.0,0.0
AI,1,1,0,0.0,0.0,0.8238351660300456,10869,0.0,0.0
AI,1,1,0,0.0,0.0,0.819113002410363,10870,0.0,0.0
AI,1,1,1,0.0,0.0,0.5566440215573161,10871,0.0,0.0
AI,0,0,1,0.0,0.0,0.9909921627669536,10872,0.0,0.0
AI,1,1,0,0.0,0.0,0.8239064528464182,10873,0.0,0.0
AI,1,1,0,0.0,0.0,0.7982080489849411,10874,0.0,0.0
AI,0,0,1,0.0,0.0,0.9804405360728399,10875,0.0,0.0
AI,1,1,1,0.0,0.0,0.6267094945469471,10876,0.0,0.0
AI,0,1,1,1.0,1.0,0.5772444857440704,10877,0.0,0.0
AI,1,1,0,0.0,0.0,0.9271589446491018,10878,0.0,0.0
AI,0,1,1,1.0,1.0,0.8749311301126358,10879,0.0,0.0
AI,0,0,1,0.0,0.0,0.980752369605552,10880,0.0,0.0
AI,0,0,1,0.0,0.0,0.9740875876794868,10881,0.0,0.0
AI,1,1,0,0.0,0.0,0.8193188652091112,10882,0.0,0.0
AI,1,1,1,0.0,0.0,0.9017778721654981,10883,0.0,0.0
AI,1,1,1,0.0,0.0,0.9272127076646697,10884,0.0,0.0
AI,0,1,1,1.0,1.0,0.8302839779794884,10885,0.0,0.0
AI,0,0,1,0.0,0.0,0.977811908081334,10886,0.0,0.0
AI,0,1,1,1.0,1.0,0.8453727557880167,10887,0.0,0.0
AI,1,0,1,1.0,1.0,0.5798139848288454,10888,0.0,0.0
AI,0,1,0,1.0,1.0,0.7172128775317518,10889,0.0,0.0
AI,1,1,1,0.0,0.0,0.8526726266549034,10890,0.0,0.0
AI,1,1,1,0.0,0.0,0.8260412512143809,10891,0.0,0.0
AI,0,1,0,1.0,1.0,0.5479304547041149,10892,0.0,0.0
AI,1,1,0,0.0,0.0,0.8251828549324871,10893,0.0,0.0
AI,1,1,0,0.0,0.0,0.5475801950733021,10894,0.0,0.0
AI,1,1,1,0.0,0.0,0.8304868443760585,10895,0.0,0.0
AI,0,1,0,1.0,1.0,0.7850652348869005,10896,0.0,0.0
AI,0,0,0,0.0,0.0,0.9775405466742504,10897,0.0,0.0
AI,1,1,0,0.0,0.0,0.862405704528145,10898,0.0,0.0
AI,1,1,1,0.0,0.0,0.8689245530488788,10899,0.0,0.0
AI,0,0,0,0.0,0.0,0.9782279021048401,10900,0.0,0.0
AI,0,0,1,0.0,0.0,0.9745570313757974,10901,0.0,0.0
AI,0,0,1,0.0,0.0,0.9896097651452478,10902,0.0,0.0
AI,0,0,0,0.0,0.0,0.9825484705831039,10903,0.0,0.0
AI,1,1,0,0.0,0.0,0.870828012408548,10904,0.0,0.0
AI,1,1,1,0.0,0.0,0.5554865671247807,10905,0.0,0.0
AI,1,1,0,0.0,0.0,0.826481786666541,10906,0.0,0.0
AI,1,1,1,0.0,0.0,0.7262310640305842,10907,0.0,0.0
AI,0,1,1,1.0,1.0,0.8284609182484204,10908,0.0,0.0
AI,1,1,1,0.0,0.0,0.831430417339104,10909,0.0,0.0
AI,0,0,1,0.0,0.0,0.9869766848343307,10910,0.0,0.0
AI,0,0,0,0.0,0.0,0.9909647065896926,10911,0.0,0.0
AI,0,1,0,1.0,1.0,0.8236587559427256,10912,0.0,0.0
AI,1,1,0,0.0,0.0,0.8265221044838956,10913,0.0,0.0
AI,1,1,0,0.0,0.0,0.610180760296193,10914,0.0,0.0
AI,1,1,0,0.0,0.0,0.8162459782184657,10915,0.0,0.0
AI,0,0,1,0.0,0.0,0.98823229095743,10916,0.0,0.0
AI,1,1,1,0.0,0.0,0.8280697129105625,10917,0.0,0.0
AI,0,1,0,1.0,1.0,0.8317473825902371,10918,0.0,0.0
AI,1,1,1,0.0,0.0,0.9273121488053615,10919,0.0,0.0
AI,0,1,1,1.0,1.0,0.7993892590722735,10920,0.0,0.0
AI,1,1,1,0.0,0.0,0.8619803196081166,10921,0.0,0.0
AI,0,1,0,1.0,1.0,0.7186571638342432,10922,0.0,0.0
AI,0,0,1,0.0,0.0,0.9784468021615854,10923,0.0,0.0
AI,1,1,0,0.0,0.0,0.594016002681992,10924,0.0,0.0
AI,0,1,0,1.0,1.0,0.8743902340766796,10925,0.0,0.0
AI,0,0,0,0.0,0.0,0.9927095450352548,10926,0.0,0.0
AI,0,1,0,1.0,1.0,0.5966614675274358,10927,0.0,0.0
AI,0,0,0,0.0,0.0,0.6637628606738661,10928,0.0,0.0
AI,1,1,1,0.0,0.0,0.8757953270551491,10929,0.0,0.0
AI,1,1,1,0.0,0.0,0.9101265021985128,10930,0.0,0.0
AI,0,0,1,0.0,0.0,0.9742105085872119,10931,0.0,0.0
AI,1,1,1,0.0,0.0,0.9088901376877349,10932,0.0,0.0
AI,0,1,1,1.0,1.0,0.544174323442351,10933,0.0,0.0
AI,0,1,1,1.0,1.0,0.8585208488400731,10934,0.0,0.0
AI,0,0,1,0.0,0.0,0.9923526463184074,10935,0.0,0.0
AI,1,1,0,0.0,0.0,0.8724758154222556,10936,0.0,0.0
AI,1,1,1,0.0,0.0,0.5430789728446612,10937,0.0,0.0
AI,0,0,1,0.0,0.0,0.9910779697635252,10938,0.0,0.0
AI,1,1,0,0.0,0.0,0.8549412338017787,10939,0.0,0.0
AI,1,1,1,0.0,0.0,0.9179651984146877,10940,0.0,0.0
AI,1,1,0,0.0,0.0,0.857748763848436,10941,0.0,0.0
AI,1,1,1,0.0,0.0,0.9227006838828913,10942,0.0,0.0
AI,1,1,1,0.0,0.0,0.6147967338226125,10943,0.0,0.0
AI,1,1,0,0.0,0.0,0.8287599768238202,10944,0.0,0.0
AI,1,1,1,0.0,0.0,0.8236714871645121,10945,0.0,0.0
AI,0,0,1,0.0,0.0,0.9884950923589081,10946,0.0,0.0
AI,0,1,1,1.0,1.0,0.558689644813523,10947,0.0,0.0
AI,0,0,0,0.0,0.0,0.9729786119787993,10948,0.0,0.0
AI,0,0,0,0.0,0.0,0.9773108546073037,10949,0.0,0.0
AI,1,1,1,0.0,0.0,0.7784410653983983,10950,0.0,0.0
AI,1,1,1,0.0,0.0,0.8291451747755232,10951,0.0,0.0
AI,1,1,1,0.0,0.0,0.8972990897147577,10952,0.0,0.0
AI,1,1,0,0.0,0.0,0.8282897135547568,10953,0.0,0.0
AI,1,1,1,0.0,0.0,0.8922892531009057,10954,0.0,0.0
AI,0,0,1,0.0,0.0,0.9772068478744598,10955,0.0,0.0
AI,0,0,1,0.0,0.0,0.9712275010296405,10956,0.0,0.0
AI,0,0,1,0.0,0.0,0.9826570496137852,10957,0.0,0.0
AI,1,0,1,1.0,1.0,0.9560233735329488,10958,0.0,0.0
AI,1,1,1,0.0,0.0,0.7713476559182152,10959,0.0,0.0
AI,0,1,0,1.0,1.0,0.5641684548933237,10960,0.0,0.0
AI,0,0,1,0.0,0.0,0.9784412689165651,10961,0.0,0.0
AI,0,1,1,1.0,1.0,0.9042096793291716,10962,0.0,0.0
AI,1,0,1,1.0,1.0,0.9584562051097567,10963,0.0,0.0
AI,1,1,1,0.0,0.0,0.8913927250164662,10964,0.0,0.0
AI,1,1,0,0.0,0.0,0.8865033941567295,10965,0.0,0.0
AI,1,1,0,0.0,0.0,0.8211060239594842,10966,0.0,0.0
AI,0,1,0,1.0,1.0,0.8403936655680596,10967,0.0,0.0
AI,1,1,0,0.0,0.0,0.8458330979936667,10968,0.0,0.0
AI,1,1,0,0.0,0.0,0.844233567236935,10969,0.0,0.0
AI,1,1,1,0.0,0.0,0.8252873263434279,10970,0.0,0.0
AI,1,1,1,0.0,0.0,0.5491898418791348,10971,0.0,0.0
AI,1,1,0,0.0,0.0,0.8708845395865158,10972,0.0,0.0
