action,y_true,y_pred,gender,loss,total_cost,confidence
AI,1,1,0,0.0,0.0,0.8221679591110307
HUMAN,1,0,1,1.0,1.8,0.7257433495313825
HUMAN,1,0,1,1.0,1.8,0.7193225378491992
AI,1,1,1,0.0,0.0,0.8233165027438879
AI,1,1,0,0.0,0.0,0.9093379330862827
AI,1,1,1,0.0,0.0,0.9206114963947452
AI,0,0,1,0.0,0.0,0.9828939811957192
AI,1,1,1,0.0,0.0,0.8231947429972749
HUMAN,1,1,1,0.0,0.8,0.6664354676897606
AI,0,0,0,0.0,0.0,0.9936876438760031
HUMAN,1,1,1,0.0,0.8,0.5724667857321404
AI,1,1,1,0.0,0.0,0.8706800346118332
AI,0,0,1,0.0,0.0,0.9939617559516642
AI,1,1,1,0.0,0.0,0.8948843472817654
AI,1,1,0,0.0,0.0,0.8677650506890229
AI,0,0,1,0.0,0.0,0.9716453487443553
AI,1,1,1,0.0,0.0,0.9064015511989716
HUMAN,1,1,0,0.0,0.8,0.6388484885143273
AI,0,1,1,1.0,1.0,0.8729560252853966
AI,0,1,0,1.0,1.0,0.8206015861025608
AI,1,1,1,0.0,0.0,0.9051350470198031
AI,1,1,0,0.0,0.0,0.9052197273270475
HUMAN,0,0,1,0.0,0.8,0.6589087012224948
AI,0,1,0,1.0,1.0,0.8008465151166195
AI,0,0,1,0.0,0.0,0.9769292974705682
AI,1,1,0,0.0,0.0,0.9075236667873467
AI,1,1,0,0.0,0.0,0.9341637911531653
AI,1,1,0,0.0,0.0,0.8807655774114174
AI,0,1,0,1.0,1.0,0.8128517356473932
HUMAN,0,0,1,0.0,0.8,0.6725806470785115
AI,1,1,0,0.0,0.0,0.8642459014758561
AI,1,1,0,0.0,0.0,0.9107528653769152
HUMAN,1,1,0,0.0,0.8,0.6212128439268115
AI,1,1,1,0.0,0.0,0.9139561427692868
AI,1,1,1,0.0,0.0,0.9124342756402927
HUMAN,0,0,1,0.0,0.8,0.7595273976706225
AI,0,1,1,1.0,1.0,0.8212046622275364
AI,0,0,0,0.0,0.0,0.9956788001287405
HUMAN,1,1,1,0.0,0.8,0.5786324293821662
HUMAN,0,1,0,1.0,1.8,0.6865623179546944
HUMAN,1,1,1,0.0,0.8,0.5378797032697652
AI,1,1,1,0.0,0.0,0.813041941138908
AI,0,0,1,0.0,0.0,0.9744855806296091
AI,1,1,1,0.0,0.0,0.8810777477008545
HUMAN,0,0,0,0.0,0.8,0.758504153192093
AI,1,1,0,0.0,0.0,0.8224799281498416
AI,1,1,0,0.0,0.0,0.7982765123547638
HUMAN,1,1,1,0.0,0.8,0.7169437888594332
AI,1,1,0,0.0,0.0,0.9079353508208723
HUMAN,0,0,0,0.0,0.8,0.7209932111746866
AI,1,1,0,0.0,0.0,0.9107041156767268
HUMAN,1,1,0,0.0,0.8,0.6099527777875168
AI,1,1,0,0.0,0.0,0.9056198102619538
AI,0,0,0,0.0,0.0,0.9721462413917152
AI,0,0,0,0.0,0.0,0.990838534265718
AI,1,1,0,0.0,0.0,0.9334853242384842
AI,0,0,0,0.0,0.0,0.9797034643801771
AI,1,1,1,0.0,0.0,0.8873415063777333
AI,1,1,0,0.0,0.0,0.9125438351560217
AI,1,1,1,0.0,0.0,0.9045388472507696
AI,0,0,1,0.0,0.0,0.9675593234677683
AI,0,0,0,0.0,0.0,0.9893575100338078
HUMAN,0,0,0,0.0,0.8,0.5038341420721382
AI,1,1,0,0.0,0.0,0.8250514596046183
AI,1,1,0,0.0,0.0,0.9067550418942778
HUMAN,0,1,1,1.0,1.8,0.698448701068884
AI,1,1,1,0.0,0.0,0.8923308428186617
AI,1,1,1,0.0,0.0,0.9273158676681719
AI,0,0,1,0.0,0.0,0.9869370233531918
AI,1,1,1,0.0,0.0,0.9071875435016542
AI,1,1,1,0.0,0.0,0.9453746224466844
HUMAN,0,0,0,0.0,0.8,0.7004953528205421
AI,0,0,1,0.0,0.0,0.9871484013157142
AI,1,1,0,0.0,0.0,0.8860488070447913
AI,1,1,0,0.0,0.0,0.9184510178686439
AI,1,1,0,0.0,0.0,0.9079461259821094
AI,1,1,0,0.0,0.0,0.9053433915928742
HUMAN,0,0,1,0.0,0.8,0.6129978878737101
AI,1,1,0,0.0,0.0,0.904385344079097
AI,1,1,1,0.0,0.0,0.8339591927523371
AI,0,0,1,0.0,0.0,0.9893280949764401
AI,1,1,1,0.0,0.0,0.9071414261171853
AI,0,0,0,0.0,0.0,0.9890100985210747
AI,1,1,0,0.0,0.0,0.8253110907316665
AI,1,1,1,0.0,0.0,0.8695295255603309
HUMAN,0,0,1,0.0,0.8,0.5556199100322532
AI,1,1,0,0.0,0.0,0.8858228255754442
AI,1,1,1,0.0,0.0,0.8049636251730545
AI,1,1,0,0.0,0.0,0.9102854021084799
AI,1,1,0,0.0,0.0,0.8592325326952001
AI,0,0,1,0.0,0.0,0.9728710150691737
AI,0,1,0,1.0,1.0,0.8858228255754442
AI,0,0,0,0.0,0.0,0.9767232215906375
AI,0,0,1,0.0,0.0,0.969893694240969
AI,0,0,0,0.0,0.0,0.9727281348929923
AI,0,1,1,1.0,1.0,0.8763728779093023
AI,1,1,1,0.0,0.0,0.861474729265356
AI,1,1,0,0.0,0.0,0.8867559824241598
AI,0,0,0,0.0,0.0,0.9887222440406938
AI,0,0,1,0.0,0.0,0.9799177413822711
AI,1,1,0,0.0,0.0,0.8707016341916033
AI,1,1,0,0.0,0.0,0.9220073331036076
AI,1,1,1,0.0,0.0,0.9197002872156744
HUMAN,1,1,1,0.0,0.8,0.5619167182357824
AI,0,0,1,0.0,0.0,0.9886964413641416
AI,1,1,0,0.0,0.0,0.8882817310573298
AI,1,1,1,0.0,0.0,0.9166266961130083
AI,1,1,1,0.0,0.0,0.9110541520957994
AI,1,1,0,0.0,0.0,0.8583696725799272
AI,1,1,1,0.0,0.0,0.8835376764267109
AI,0,0,1,0.0,0.0,0.9731680488294363
AI,1,1,1,0.0,0.0,0.8396801358133301
AI,1,1,0,0.0,0.0,0.8883292839425874
HUMAN,1,1,0,0.0,0.8,0.6396913767236263
AI,1,1,1,0.0,0.0,0.8990646927682466
AI,0,1,0,1.0,1.0,0.8948307984116612
AI,1,1,1,0.0,0.0,0.877087868733305
AI,1,1,1,0.0,0.0,0.8184065297449002
AI,1,1,0,0.0,0.0,0.8488566135250984
AI,0,0,0,0.0,0.0,0.9802380667352195
AI,1,1,1,0.0,0.0,0.9247759172336257
AI,0,0,0,0.0,0.0,0.9731996897298034
AI,1,1,1,0.0,0.0,0.863319227777502
HUMAN,1,1,0,0.0,0.8,0.7829806078100116
AI,1,1,1,0.0,0.0,0.9059023924181803
AI,1,1,1,0.0,0.0,0.9004150834951885
HUMAN,1,1,1,0.0,0.8,0.5847066125427146
AI,0,1,1,1.0,1.0,0.8921287239477703
AI,1,1,0,0.0,0.0,0.9033469675050549
AI,1,1,0,0.0,0.0,0.8693194241128438
AI,1,1,1,0.0,0.0,0.911077831281094
AI,1,1,1,0.0,0.0,0.8238489597795619
AI,1,1,0,0.0,0.0,0.9020561706970642
AI,1,1,0,0.0,0.0,0.8312481980079547
AI,0,1,1,1.0,1.0,0.811830283734389
AI,0,1,1,1.0,1.0,0.8606593863072443
AI,0,0,0,0.0,0.0,0.988847144964339
AI,1,1,1,0.0,0.0,0.8256151957211081
AI,0,1,1,1.0,1.0,0.8838227903793578
AI,1,1,0,0.0,0.0,0.902801154877315
HUMAN,1,1,1,0.0,0.8,0.6876983823801815
AI,0,1,1,1.0,1.0,0.9059231962432639
AI,1,1,1,0.0,0.0,0.8232416404684594
AI,1,1,1,0.0,0.0,0.8207262131121279
AI,1,1,0,0.0,0.0,0.9248445274505078
AI,0,1,0,1.0,1.0,0.8220518980783268
AI,1,1,1,0.0,0.0,0.866323243889154
AI,0,1,1,1.0,1.0,0.8247835855314289
AI,0,0,0,0.0,0.0,0.9880865387608059
HUMAN,0,0,1,0.0,0.8,0.5101764951181597
HUMAN,0,0,0,0.0,0.8,0.7063226878471724
HUMAN,0,0,0,0.0,0.8,0.5413346316963081
HUMAN,1,0,1,1.0,1.8,0.7407149384472469
AI,1,1,0,0.0,0.0,0.7964158677726331
AI,0,0,1,0.0,0.0,0.9723551504596736
AI,1,1,1,0.0,0.0,0.8819767656331093
AI,1,1,0,0.0,0.0,0.8765330670431923
AI,1,1,0,0.0,0.0,0.906278085853344
AI,1,1,1,0.0,0.0,0.9046365166513055
AI,0,0,1,0.0,0.0,0.9718148811008279
AI,1,1,0,0.0,0.0,0.9098617880279131
AI,0,1,0,1.0,1.0,0.8061624565215529
AI,0,0,1,0.0,0.0,0.9688776040077965
AI,1,1,1,0.0,0.0,0.8798247583382952
AI,0,0,0,0.0,0.0,0.9720129950749903
HUMAN,0,0,1,0.0,0.8,0.5472300692198444
AI,0,1,0,1.0,1.0,0.8870093612102921
AI,1,1,1,0.0,0.0,0.9080750757258518
AI,1,1,1,0.0,0.0,0.9116571750221165
AI,1,1,1,0.0,0.0,0.908068424364876
AI,0,0,1,0.0,0.0,0.9747145253684643
AI,1,1,1,0.0,0.0,0.9127319357062591
AI,1,1,0,0.0,0.0,0.8314534496107372
AI,1,1,1,0.0,0.0,0.889342651788979
AI,1,1,0,0.0,0.0,0.9402233013234514
AI,1,1,0,0.0,0.0,0.8824550713471625
AI,1,1,1,0.0,0.0,0.8705828580944346
AI,0,0,0,0.0,0.0,0.9876658465164214
AI,1,1,0,0.0,0.0,0.895393773594038
AI,1,1,0,0.0,0.0,0.8703850536426796
AI,0,0,0,0.0,0.0,0.9780488720879532
HUMAN,1,1,0,0.0,0.8,0.6347858035421928
AI,1,1,0,0.0,0.0,0.8317473825902371
AI,1,1,1,0.0,0.0,0.814501701150822
HUMAN,0,0,1,0.0,0.8,0.6035956412112417
AI,0,0,0,0.0,0.0,0.977986463286776
AI,0,1,0,1.0,1.0,0.8583696725799272
HUMAN,1,0,1,1.0,1.8,0.7640529827241003
AI,1,1,0,0.0,0.0,0.8639352474435732
AI,1,1,0,0.0,0.0,0.822099602434475
AI,1,1,1,0.0,0.0,0.9113050519356675
AI,1,1,1,0.0,0.0,0.9299548882034507
HUMAN,1,0,0,1.0,1.8,0.5503845693392557
AI,0,0,0,0.0,0.0,0.9724634134492374
HUMAN,1,0,1,1.0,1.8,0.6365540445479687
AI,1,1,1,0.0,0.0,0.8253310115210004
AI,1,1,1,0.0,0.0,0.8718801790778381
AI,1,1,1,0.0,0.0,0.912050559579628
HUMAN,1,1,0,0.0,0.8,0.6641694130874896
AI,0,0,0,0.0,0.0,0.9784404382608918
AI,1,1,0,0.0,0.0,0.8776290651393024
AI,0,0,0,0.0,0.0,0.9873774695124079
AI,1,1,0,0.0,0.0,0.9141187033468524
HUMAN,1,1,0,0.0,0.8,0.616065364477387
AI,0,1,1,1.0,1.0,0.8336576207010241
AI,1,1,1,0.0,0.0,0.8752662040064262
AI,0,0,0,0.0,0.0,0.9886700270736825
HUMAN,0,0,0,0.0,0.8,0.5092393673888245
AI,1,1,1,0.0,0.0,0.8739482943331769
AI,1,1,0,0.0,0.0,0.9118613125199726
AI,1,1,1,0.0,0.0,0.8345956657216622
AI,1,1,1,0.0,0.0,0.9261987182039721
AI,1,1,0,0.0,0.0,0.8983887396684187
AI,1,1,1,0.0,0.0,0.8514191541092331
AI,1,1,0,0.0,0.0,0.8821194825007597
AI,1,1,1,0.0,0.0,0.8229572779994608
HUMAN,0,0,0,0.0,0.8,0.6252937480661702
AI,1,1,1,0.0,0.0,0.887663006780001
AI,1,1,1,0.0,0.0,0.9040372572707648
HUMAN,0,1,1,1.0,1.8,0.5875291467640446
HUMAN,1,1,0,0.0,0.8,0.6110660302455109
AI,1,1,0,0.0,0.0,0.8957204419761322
AI,1,1,1,0.0,0.0,0.8918379085631594
AI,0,0,0,0.0,0.0,0.971935143826874
HUMAN,1,1,0,0.0,0.8,0.7223217720173911
HUMAN,1,1,0,0.0,0.8,0.654440486808384
AI,1,1,1,0.0,0.0,0.8875949243630062
AI,1,1,1,0.0,0.0,0.9079150236120752
AI,1,1,1,0.0,0.0,0.8283404436182048
AI,1,1,1,0.0,0.0,0.8048997136218322
HUMAN,0,0,1,0.0,0.8,0.5034692167129484
HUMAN,1,0,1,1.0,1.8,0.5942631229887859
AI,1,1,0,0.0,0.0,0.8323770862543525
AI,1,1,0,0.0,0.0,0.822295511086384
AI,1,1,0,0.0,0.0,0.9414899623266564
AI,1,1,0,0.0,0.0,0.8310297283569439
AI,1,1,0,0.0,0.0,0.865762324105717
AI,1,1,0,0.0,0.0,0.8265813538210234
HUMAN,0,0,0,0.0,0.8,0.5506597602899733
AI,0,1,0,1.0,1.0,0.8137884518723661
AI,0,1,1,1.0,1.0,0.8754504578085092
HUMAN,1,1,1,0.0,0.8,0.5893690401350241
AI,1,1,1,0.0,0.0,0.9061692292142391
AI,0,0,1,0.0,0.0,0.9886555876101362
AI,0,0,1,0.0,0.0,0.9743262148597406
AI,1,1,0,0.0,0.0,0.8727505233264232
HUMAN,0,0,0,0.0,0.8,0.7252125554557394
AI,1,1,1,0.0,0.0,0.9056071766121014
AI,1,1,1,0.0,0.0,0.8207000857380204
AI,1,1,1,0.0,0.0,0.8251659832341796
AI,1,1,0,0.0,0.0,0.8242672606245047
AI,1,1,0,0.0,0.0,0.8253092138654422
AI,1,1,0,0.0,0.0,0.8870189179527138
AI,0,0,0,0.0,0.0,0.984388651928118
AI,1,1,0,0.0,0.0,0.919922487524467
AI,0,1,1,1.0,1.0,0.8147493681681771
AI,0,0,1,0.0,0.0,0.9716217050966977
AI,0,0,0,0.0,0.0,0.9902480369364022
AI,1,1,1,0.0,0.0,0.8815351204577488
AI,1,1,0,0.0,0.0,0.8862829621152682
HUMAN,1,1,1,0.0,0.8,0.5620463478279166
AI,0,0,1,0.0,0.0,0.9783115100593885
AI,0,0,0,0.0,0.0,0.9830869085628271
HUMAN,1,1,1,0.0,0.8,0.7234616198864241
HUMAN,1,0,0,1.0,1.8,0.7361079801609972
AI,1,1,1,0.0,0.0,0.8677715935484921
HUMAN,1,1,0,0.0,0.8,0.6312503160895881
AI,0,0,0,0.0,0.0,0.9778611157478301
AI,0,1,1,1.0,1.0,0.9034765852203643
AI,0,0,1,0.0,0.0,0.9864475963705098
AI,0,0,0,0.0,0.0,0.9865747171071594
AI,1,1,1,0.0,0.0,0.8874115417686965
AI,1,1,1,0.0,0.0,0.8908745770430879
HUMAN,1,1,0,0.0,0.8,0.6628376272415711
AI,0,0,1,0.0,0.0,0.9715319835511564
AI,1,1,1,0.0,0.0,0.907164835089727
HUMAN,1,1,0,0.0,0.8,0.624589116777895
AI,1,1,1,0.0,0.0,0.8942730659204082
AI,1,1,0,0.0,0.0,0.9241013825611395
AI,1,1,1,0.0,0.0,0.9310558809448468
AI,1,1,1,0.0,0.0,0.8772257846849666
AI,1,1,0,0.0,0.0,0.8691888158445117
HUMAN,1,1,1,0.0,0.8,0.6036200238886524
AI,1,1,0,0.0,0.0,0.8198451309822051
AI,0,0,1,0.0,0.0,0.9896925256479505
AI,1,1,0,0.0,0.0,0.8282077815342402
AI,1,1,1,0.0,0.0,0.8765792554607593
AI,1,1,0,0.0,0.0,0.9151448465327698
AI,1,1,1,0.0,0.0,0.8295378190750409
AI,1,1,0,0.0,0.0,0.9059083572236555
AI,1,1,0,0.0,0.0,0.8655785607743306
AI,0,0,1,0.0,0.0,0.9863246620995947
AI,1,1,0,0.0,0.0,0.8204676708396272
AI,0,1,0,1.0,1.0,0.8924510596788169
AI,0,1,0,1.0,1.0,0.9033277220336824
AI,0,0,0,0.0,0.0,0.9884285961734479
AI,1,1,0,0.0,0.0,0.891084955541398
AI,1,1,1,0.0,0.0,0.9014156790048334
AI,0,0,0,0.0,0.0,0.9704450842141422
AI,1,1,0,0.0,0.0,0.9003106342780655
AI,1,1,1,0.0,0.0,0.9032595778199439
AI,1,1,0,0.0,0.0,0.8221894493273407
AI,0,0,0,0.0,0.0,0.9963031032743636
AI,1,1,1,0.0,0.0,0.9146253695502023
AI,1,1,1,0.0,0.0,0.9156687019535232
AI,1,1,0,0.0,0.0,0.8840462362899135
AI,1,1,0,0.0,0.0,0.7900204312021079
AI,1,1,1,0.0,0.0,0.8618226872457668
AI,0,1,1,1.0,1.0,0.8766654122828335
HUMAN,1,1,0,0.0,0.8,0.624619827688425
AI,1,1,0,0.0,0.0,0.8710265925875014
AI,1,1,1,0.0,0.0,0.9116749316931984
HUMAN,1,1,0,0.0,0.8,0.7335696597405417
AI,0,0,0,0.0,0.0,0.9736900989139886
HUMAN,1,1,0,0.0,0.8,0.5547771756600193
AI,1,1,1,0.0,0.0,0.9043317901057961
AI,0,1,1,1.0,1.0,0.8757824090364712
AI,0,0,0,0.0,0.0,0.9871359004095177
HUMAN,0,0,0,0.0,0.8,0.6476972327348014
AI,1,1,0,0.0,0.0,0.9045241968550981
AI,1,1,0,0.0,0.0,0.83013151424706
AI,1,1,0,0.0,0.0,0.9060623962939323
AI,0,0,0,0.0,0.0,0.9887200943726924
AI,0,0,0,0.0,0.0,0.9776531558794235
AI,0,1,0,1.0,1.0,0.8271112162640459
AI,0,0,1,0.0,0.0,0.9823840908267911
AI,1,1,1,0.0,0.0,0.9037352196776454
HUMAN,0,1,1,1.0,1.8,0.5839005635906446
AI,1,1,1,0.0,0.0,0.8369361171425818
AI,1,1,1,0.0,0.0,0.8238190055319075
AI,1,1,0,0.0,0.0,0.8315093165918512
HUMAN,0,0,1,0.0,0.8,0.5292035100148942
HUMAN,1,1,1,0.0,0.8,0.5545003898555292
AI,1,1,1,0.0,0.0,0.9273121488053615
AI,1,1,1,0.0,0.0,0.8617861291043409
HUMAN,0,1,1,1.0,1.8,0.7712752219511554
AI,1,1,0,0.0,0.0,0.8288295389942706
AI,0,0,1,0.0,0.0,0.9927494044792888
AI,0,1,1,1.0,1.0,0.8422908941786282
AI,0,0,1,0.0,0.0,0.9800819221611391
AI,1,1,1,0.0,0.0,0.9459717806194318
AI,1,1,1,0.0,0.0,0.9116571750221165
AI,1,1,0,0.0,0.0,0.9176951174838368
AI,0,0,0,0.0,0.0,0.9891643657045329
AI,0,0,1,0.0,0.0,0.9773765541330782
AI,1,1,1,0.0,0.0,0.8457868524042065
AI,1,1,1,0.0,0.0,0.8882464858840274
HUMAN,1,1,1,0.0,0.8,0.7852329000543847
AI,1,1,1,0.0,0.0,0.8351341709188267
AI,1,1,0,0.0,0.0,0.8298811255695051
AI,1,1,1,0.0,0.0,0.8916107386060295
AI,1,1,0,0.0,0.0,0.8230367338456877
HUMAN,1,1,0,0.0,0.8,0.6684635663226983
AI,1,1,1,0.0,0.0,0.9264534553099046
AI,0,0,1,0.0,0.0,0.9890128704199359
AI,1,1,1,0.0,0.0,0.8708643784178269
AI,1,1,0,0.0,0.0,0.9102020969739334
AI,1,1,0,0.0,0.0,0.9216433148052495
AI,1,1,1,0.0,0.0,0.9043604471681433
HUMAN,1,0,0,1.0,1.8,0.609664142243201
AI,0,1,0,1.0,1.0,0.8671954468616722
AI,1,1,0,0.0,0.0,0.8642147743993199
AI,1,1,0,0.0,0.0,0.9168633830413764
HUMAN,1,1,1,0.0,0.8,0.6697709933746465
HUMAN,1,1,0,0.0,0.8,0.5614510088847423
AI,1,1,0,0.0,0.0,0.8682739673279226
AI,0,1,1,1.0,1.0,0.8253751758175868
AI,1,1,1,0.0,0.0,0.9189606393030146
AI,1,1,1,0.0,0.0,0.8136241217252144
AI,0,0,0,0.0,0.0,0.9697853786464866
AI,1,1,1,0.0,0.0,0.8137884518723661
AI,0,1,0,1.0,1.0,0.8704054923654005
HUMAN,1,1,0,0.0,0.8,0.5670497894358928
HUMAN,1,1,1,0.0,0.8,0.6216913010076834
AI,1,1,1,0.0,0.0,0.8792042315643698
AI,1,1,0,0.0,0.0,0.8838538287790773
HUMAN,0,0,0,0.0,0.8,0.7551681965897268
AI,1,1,1,0.0,0.0,0.9056198102619538
AI,1,1,1,0.0,0.0,0.8655969285628963
AI,0,0,0,0.0,0.0,0.988362347834405
AI,0,0,1,0.0,0.0,0.9838325414046436
AI,1,1,0,0.0,0.0,0.8029346914045364
AI,1,1,0,0.0,0.0,0.8771886641201296
AI,1,1,0,0.0,0.0,0.8785028597101008
AI,1,1,0,0.0,0.0,0.8726019413349313
AI,1,1,1,0.0,0.0,0.8866901511224954
AI,1,1,0,0.0,0.0,0.8737384427626431
AI,0,1,1,1.0,1.0,0.8761021804708434
AI,0,1,0,1.0,1.0,0.7890427522202772
AI,1,1,1,0.0,0.0,0.909371915503668
AI,1,1,1,0.0,0.0,0.9063924304292408
AI,0,0,0,0.0,0.0,0.9884229949460875
AI,0,0,1,0.0,0.0,0.9801863828165003
AI,0,0,0,0.0,0.0,0.9779876860560778
AI,0,0,1,0.0,0.0,0.9887718737624835
AI,1,1,1,0.0,0.0,0.8872880131993087
AI,1,1,1,0.0,0.0,0.8651631126449046
AI,1,1,1,0.0,0.0,0.8259125631703348
AI,1,1,0,0.0,0.0,0.8286540576978616
AI,1,1,0,0.0,0.0,0.9186389489252941
AI,0,0,1,0.0,0.0,0.9764264209319576
AI,1,1,1,0.0,0.0,0.855018567785606
AI,0,0,0,0.0,0.0,0.9735103633184096
AI,1,1,0,0.0,0.0,0.8559076951287382
HUMAN,1,1,0,0.0,0.8,0.5430408466343779
AI,1,1,0,0.0,0.0,0.8636323841386572
AI,0,0,0,0.0,0.0,0.976502708752329
HUMAN,0,0,1,0.0,0.8,0.7568130827115896
AI,0,1,1,1.0,1.0,0.8772598927082234
AI,0,0,1,0.0,0.0,0.9855180392788785
AI,1,1,1,0.0,0.0,0.8805484923781901
AI,1,1,0,0.0,0.0,0.896672514383771
AI,0,0,0,0.0,0.0,0.9751898084509651
HUMAN,1,1,0,0.0,0.8,0.6496823243059459
AI,1,1,0,0.0,0.0,0.8623121283412356
AI,1,1,1,0.0,0.0,0.9066015339738254
AI,1,1,0,0.0,0.0,0.8974052748867146
AI,1,1,1,0.0,0.0,0.9069486600403873
AI,0,0,1,0.0,0.0,0.9780467995369407
AI,0,0,1,0.0,0.0,0.9920433511509903
HUMAN,1,1,0,0.0,0.8,0.5976975454749891
AI,1,1,1,0.0,0.0,0.8878836280295627
AI,1,1,1,0.0,0.0,0.9170071035842515
AI,1,1,0,0.0,0.0,0.8999784179350808
AI,0,1,0,1.0,1.0,0.9131360307479263
HUMAN,0,0,0,0.0,0.8,0.5947267597423943
AI,0,0,1,0.0,0.0,0.9879197886055934
AI,1,1,0,0.0,0.0,0.9055848224345027
AI,1,1,1,0.0,0.0,0.8802776638674548
AI,1,1,1,0.0,0.0,0.9093130031094582
HUMAN,1,1,0,0.0,0.8,0.6153793219669286
AI,1,1,1,0.0,0.0,0.9063575524195159
AI,1,1,1,0.0,0.0,0.8885386015830731
AI,1,1,0,0.0,0.0,0.8639626289431671
HUMAN,1,1,0,0.0,0.8,0.5548885178017389
AI,1,1,0,0.0,0.0,0.8972242916220801
AI,1,1,0,0.0,0.0,0.915549744920747
HUMAN,0,1,1,1.0,1.8,0.7515380861675421
AI,0,0,0,0.0,0.0,0.9720325174488138
AI,0,1,0,1.0,1.0,0.8847393357197593
AI,1,1,0,0.0,0.0,0.9069583786463614
AI,0,1,1,1.0,1.0,0.8841355114016005
AI,0,0,0,0.0,0.0,0.9886897036591036
AI,0,0,1,0.0,0.0,0.9726552879797148
AI,0,0,1,0.0,0.0,0.9716782017233105
AI,1,1,0,0.0,0.0,0.8898628425693282
AI,0,1,0,1.0,1.0,0.9048397896250497
AI,0,0,0,0.0,0.0,0.9766995532350178
AI,1,1,0,0.0,0.0,0.9042500801970288
HUMAN,1,1,1,0.0,0.8,0.6386782692379775
AI,0,1,1,1.0,1.0,0.8253092138654422
AI,1,1,1,0.0,0.0,0.9041615583567228
AI,1,1,0,0.0,0.0,0.9093198920609172
AI,1,1,1,0.0,0.0,0.8087025602019295
AI,0,0,1,0.0,0.0,0.9738504738514446
AI,0,1,0,1.0,1.0,0.9094189805248922
AI,0,0,1,0.0,0.0,0.9886319277623948
AI,0,1,0,1.0,1.0,0.8865530701151918
AI,0,1,0,1.0,1.0,0.894913981395612
AI,0,0,0,0.0,0.0,0.9764312567821913
AI,0,0,0,0.0,0.0,0.9865837858601841
AI,1,1,0,0.0,0.0,0.9334853242384842
AI,0,1,1,1.0,1.0,0.9074448330337248
AI,0,0,0,0.0,0.0,0.9825804331626566
AI,1,1,0,0.0,0.0,0.8528538302944684
AI,1,1,1,0.0,0.0,0.9120250847282497
AI,1,1,1,0.0,0.0,0.8693733450519527
AI,1,1,1,0.0,0.0,0.9059903962082647
AI,1,1,1,0.0,0.0,0.9092283419714804
HUMAN,1,1,1,0.0,0.8,0.6388535119185145
HUMAN,0,0,1,0.0,0.8,0.5853043000569625
AI,0,1,1,1.0,1.0,0.8943727050898287
AI,1,1,0,0.0,0.0,0.8821019867819888
HUMAN,1,1,0,0.0,0.8,0.7229852675779567
AI,1,1,0,0.0,0.0,0.8220674326431501
AI,0,0,0,0.0,0.0,0.9729842030560525
AI,1,1,0,0.0,0.0,0.8766678828899647
AI,0,0,1,0.0,0.0,0.9918597489884226
AI,0,0,1,0.0,0.0,0.9631326773247156
AI,0,0,0,0.0,0.0,0.9782131578766758
AI,1,1,1,0.0,0.0,0.8173160360953725
HUMAN,1,1,0,0.0,0.8,0.5944518138361519
AI,1,1,0,0.0,0.0,0.8269124841886868
AI,0,0,1,0.0,0.0,0.9718748033503736
AI,1,1,1,0.0,0.0,0.8863734320466928
AI,1,1,1,0.0,0.0,0.8865491474238171
AI,1,1,1,0.0,0.0,0.8668666022007014
HUMAN,1,1,1,0.0,0.8,0.5642648659115783
AI,1,1,1,0.0,0.0,0.8660200287128772
AI,1,1,0,0.0,0.0,0.8873855417075249
AI,0,0,1,0.0,0.0,0.9769938658661145
AI,1,1,1,0.0,0.0,0.8916138965908342
AI,0,1,1,1.0,1.0,0.8533266482166699
AI,1,1,0,0.0,0.0,0.8898538599289063
AI,1,1,1,0.0,0.0,0.906037505052581
AI,1,1,1,0.0,0.0,0.9052023111094931
AI,0,1,0,1.0,1.0,0.8746707144179467
AI,1,1,1,0.0,0.0,0.9140540255318209
AI,0,0,1,0.0,0.0,0.9779917568728757
HUMAN,1,1,0,0.0,0.8,0.7290316839230652
AI,1,1,0,0.0,0.0,0.8559709285798469
HUMAN,1,1,1,0.0,0.8,0.6533943430643283
AI,1,1,0,0.0,0.0,0.9281932510720455
AI,1,1,1,0.0,0.0,0.9066416469442788
AI,1,1,1,0.0,0.0,0.8792819000180877
AI,1,1,0,0.0,0.0,0.8607693534964227
AI,1,1,1,0.0,0.0,0.9027719468953717
AI,1,1,1,0.0,0.0,0.9078502399475037
AI,0,0,1,0.0,0.0,0.9768503833626564
AI,1,1,1,0.0,0.0,0.8197693392045562
AI,1,1,0,0.0,0.0,0.8306408768672865
HUMAN,0,0,1,0.0,0.8,0.7844769181486164
HUMAN,1,1,1,0.0,0.8,0.6401076036754387
AI,1,1,0,0.0,0.0,0.8853038950268605
AI,1,1,1,0.0,0.0,0.886525152344823
HUMAN,1,0,1,1.0,1.8,0.5701737572851073
AI,1,1,0,0.0,0.0,0.9140292396664119
HUMAN,1,1,0,0.0,0.8,0.6346898785840651
AI,1,1,0,0.0,0.0,0.8227542550824328
AI,0,0,0,0.0,0.0,0.9777844876039993
AI,1,1,1,0.0,0.0,0.9018432500073186
AI,1,1,0,0.0,0.0,0.9310687442126959
HUMAN,1,0,1,1.0,1.8,0.6770648806508579
AI,1,1,0,0.0,0.0,0.8877739193187489
HUMAN,1,1,0,0.0,0.8,0.7597502822737546
AI,1,1,0,0.0,0.0,0.821906720299236
AI,1,1,0,0.0,0.0,0.9041253880183664
AI,1,1,1,0.0,0.0,0.8946431580331813
